^SAMPLE = GSM528851
!Sample_title = Control-22
!Sample_geo_accession = GSM528851
!Sample_status = Public on Mar 31 2010
!Sample_submission_date = Mar 30 2010
!Sample_last_update_date = Aug 12 2022
!Sample_type = RNA
!Sample_channel_count = 1
!Sample_source_name_ch1 = prefrontal cortex
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = brain region: BA46
!Sample_characteristics_ch1 = stage of illness [short doi=<5 yrs; intermediate doi=7-18yrs; long doi=>28 yrs]: intermediate duration of illness - control
!Sample_characteristics_ch1 = Sex: F
!Sample_characteristics_ch1 = age: 66
!Sample_characteristics_ch1 = tissue ph: 6.37
!Sample_characteristics_ch1 = pmi (hrs): 43
!Sample_characteristics_ch1 = type of drug: NA
!Sample_characteristics_ch1 = drug dose (chlorpromazine equivalents): NA
!Sample_molecule_ch1 = total RNA
!Sample_extract_protocol_ch1 = Total RNA was extracted from the prefrontal cortex (Brodmann Area 46; 100 mg; left hemisphere) from all subjects as described previously (Desplats et al., 2006).  RNA quantification was determined by spectrophotometer readings, and quality by Agilent Bioanalyzer scans.  RNA integrity (RIN) numbers were not available at the time of RNA extraction, but Bioanalyzer traces of each RNA sample showed no evidence for degradation products.  RNA samples were amplified, biotin-labeled and then hybridized to the Human Genome U133 Plus 2.0 array using standard Affymetrix protocol as described in Lockhart et al, 1996.
!Sample_label_ch1 = biotin
!Sample_label_protocol_ch1 = Biotin-labeled
!Sample_hyb_protocol = Samples were hybridized to the Human Genome U133 Plus 2.0 array using standard Affymetrix protocol as described in Lockhart et al, 1996.
!Sample_scan_protocol = Chips were scanned using the Affymetrix ScanArray 3000 using default settings and a target intensity of 250 for scaling.
!Sample_description = ID# from Supplementary Table 3 of PMID 18778695:
!Sample_description = Ic14
!Sample_data_processing = RNA expression data from schizophrenic subjects and their matched controls were normalized using dChip (DNA-Chip Analyzer), a statistical model for the probe-level data which gives model-based estimates for gene expression indices (Li and Hung Wong 2001) and subjected to a batch adjustment normalization to allow for comparisons among all three cohorts (Johnson et al., 2007).  Data were filtered to exclude those transcripts that were not present in at least one of the RNA samples, those with redundant probeset IDs (retaining those with the highest p-value for hybridization) and those showing the lowest variation; a list of 14,438 probesets remained for statistical testing. Sample data tables include only probesets that gave a "Present" call in at least one sample.
!Sample_platform_id = GPL570
!Sample_contact_name = Elizabeth,A.,Thomas
!Sample_contact_department = Molecular Biology
!Sample_contact_institute = The Scripps Research Institute
!Sample_contact_address = 10550 N. Torrey Pines Rd
!Sample_contact_city = La Jolla
!Sample_contact_state = CA
!Sample_contact_zip/postal_code = 92037
!Sample_contact_country = USA
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM528nnn/GSM528851/suppl/GSM528851.CEL.gz
!Sample_series_id = GSE21138
!Sample_data_row_count = 30061
#ID_REF = 
#VALUE = dChip normalized
!sample_table_begin
ID_REF	VALUE
1552637_at	4.9807
1552641_s_at	4.495
1552644_a_at	4.1918
1552646_at	5.5255
1552651_a_at	5.3267
1552656_s_at	6.9322
1552658_a_at	8.4081
1552660_a_at	7.2772
1552662_a_at	3.8084
1552663_a_at	6.9203
1552664_at	6.4829
1552665_at	4.7589
1552666_a_at	6.7703
1552667_a_at	6.3354
1552670_a_at	4.9502
1552671_a_at	4.6627
1552677_a_at	4.8907
1552678_a_at	5.6271
1554579_a_at	6.9389
1552682_a_at	3.9219
1561405_s_at	4.1729
1552684_a_at	4.8775
1552685_a_at	4.4393
1552686_at	4.7029
1552687_a_at	4.3042
1552689_at	8.9917
1552694_at	6.8883
1552695_a_at	7.8225
1552696_at	5.1249
1552698_at	6.0332
1552701_a_at	5.443
1552703_s_at	5.1809
1552705_at	6.836
1555598_a_at	3.8739
1552708_a_at	4.5349
1552713_a_at	4.4332
1552714_at	9.2995
1552715_a_at	7.442
1552716_at	4.5629
1552717_s_at	6.8942
1552719_at	4.197
1552721_a_at	8.0346
1552722_at	7.9428
1552724_at	6.0091
1552725_s_at	5.1066
1552726_at	4.7126
1552727_s_at	6.2702
1552729_at	3.819
1552730_at	4.5695
1552732_at	4.6331
1552734_at	4.5006
1552735_at	6.294
1552736_a_at	7.0273
1552737_s_at	5.0626
1552738_a_at	5.4145
1552739_s_at	6.0426
1552742_at	5.3136
1552743_at	6.8432
1552745_at	4.3161
1552749_a_at	7.0422
1552751_a_at	5.2729
1552752_a_at	8.6044
1552760_at	4.7684
1552761_at	4.3916
1563646_a_at	3.6249
1552766_at	5.6071
1552768_at	5.6199
1552769_at	5.3056
1552770_s_at	5.6364
1552771_a_at	2.8243
1552773_at	4.5685
1552774_a_at	6.5713
1552775_at	3.812
1564308_a_at	6.2815
1552779_a_at	5.795
1552782_at	6.2474
1552785_at	6.5865
1552789_at	7.3596
1552790_a_at	9.4927
1552792_at	4.6313
1552793_at	4.5849
1552794_a_at	5.2795
1552796_a_at	4.2862
1552797_s_at	4.9238
1552798_a_at	4.6203
1552804_a_at	5.3375
1552807_a_at	5.3748
1552811_at	4.3184
1552812_a_at	3.7084
1552813_at	4.684
1552822_at	4.3831
1552825_at	4.1153
1552827_s_at	3.9829
1552828_at	4.7242
1552829_at	6.7207
1567214_a_at	8.111
1552835_at	4.902
1552836_at	4.9728
1552842_at	4.7548
1552845_at	4.9176
1552846_s_at	5.8684
1552848_a_at	8.1024
1552853_at	4.9952
1552863_a_at	7.9635
1552865_a_at	5.3685
1552867_at	4.5796
1552868_at	4.4835
1552876_at	5.0285
1552878_at	5.9158
1552879_a_at	6.5972
1552880_at	5.0771
1552882_a_at	3.9848
1552884_at	5.4623
1552885_a_at	6.088
1552889_a_at	8.1487
1552890_a_at	5.6071
1552892_at	5.5096
1552893_at	6.3118
1552895_a_at	5.476
1552897_a_at	6.156
1552903_at	5.3405
1552904_at	5.5277
1552910_at	3.8704
1552917_at	6.1131
1552922_at	4.3464
1552924_a_at	7.2375
1552925_at	5.8052
1552928_s_at	4.2004
1552931_a_at	5.9064
1552933_at	4.5512
1552935_at	4.4576
1552938_at	5.5779
1552942_at	6.8866
1552943_at	6.2189
1552944_a_at	6.5004
1552946_at	4.891
1552947_x_at	5.1341
1552952_at	4.8381
1552953_a_at	7.8859
1552955_at	5.7273
1552957_at	4.1539
1552960_at	4.9215
1555509_a_at	4.5728
1552967_at	5.5698
1552969_a_at	4.8018
1552976_at	5.3212
1552978_a_at	8.4126
1552980_at	5.0036
1552982_a_at	4.7163
1564757_a_at	5.5402
1552985_at	4.5179
1552990_at	4.6241
1552991_at	3.9503
1552995_at	6.7041
1553003_at	5.9297
1553009_s_at	7.777
1553013_at	7.3983
1553015_a_at	6.6543
1553016_at	6.0118
1564591_a_at	4.0648
1553019_at	4.9953
1553020_at	5.2995
1553021_s_at	5.3045
1553023_a_at	3.9981
1553027_a_at	5.8361
1553031_at	3.903
1553032_at	4.6892
1553034_at	5.3046
1553037_a_at	6.5548
1564536_at	5.7713
1553043_a_at	4.4403
1553047_at	4.9279
1553048_a_at	5.4974
1553057_at	5.8067
1553060_at	4.593
1553062_at	4.3018
1553063_at	4.5368
1553069_at	4.8022
1553072_at	3.0835
1553078_at	4.5358
1553079_at	5.3693
1553081_at	5.1693
1553083_at	4.7791
1553087_at	4.4244
1553096_s_at	6.7585
1553530_a_at	6.7429
1553101_a_at	8.9723
1553106_at	5.1473
1553107_s_at	6.8166
1553108_at	6.0358
1553111_a_at	8.1803
1553112_s_at	6.2598
1553113_s_at	6.6225
1553114_a_at	6.2615
1553115_at	4.6011
1553117_a_at	5.2242
1553118_at	6.6611
1553122_s_at	4.4624
1553126_a_at	8.2553
1553129_at	2.3012
1553130_at	6.2442
1553132_a_at	4.1179
1553133_at	6.5003
1553134_s_at	5.1479
1553136_at	6.8453
1553137_s_at	5.7605
1553139_s_at	5.3624
1553140_at	4.027
1553141_at	5.5455
1553145_at	6.6524
1553147_at	6.4039
1553148_a_at	6.9204
1553150_at	5.3961
1553153_at	5.2936
1553155_x_at	5.3273
1553156_at	5.0106
1553158_at	6.787
1553159_at	4.4418
1553162_x_at	6.2227
1553163_at	5.1492
1553165_at	4.5566
1553166_at	4.6434
1553167_a_at	4.6851
1553171_x_at	3.2469
1553172_at	6.0935
1553174_at	4.9871
1553175_s_at	3.6503
1553176_at	4.9011
1553178_a_at	5.7583
1553179_at	4.6098
1553181_at	6.9817
1553185_at	8.9568
1553186_x_at	8.8816
1553190_s_at	5.2523
1553191_at	3.5571
1553192_at	5.76
1553193_at	4.2355
1553194_at	7.7888
1553197_at	3.5042
1553202_at	6.5279
1553204_at	6.491
1553205_at	7.3195
1553207_at	7.059
1553208_s_at	4.5538
1553211_at	4.5375
1553212_at	4.1634
1553215_s_at	5.0369
1553216_at	5.4511
1553220_at	3.7312
1553221_at	6.8332
1553222_at	6.2368
1553224_at	4.0074
1553227_s_at	5.9316
1553228_at	3.9543
1553232_at	5.1214
1553237_x_at	5.8235
1553238_a_at	5.6431
1553239_at	5.2817
1553241_at	4.4148
1569481_s_at	4.489
1553243_at	5.647
1553246_a_at	5.1333
1553247_a_at	4.9686
1553248_at	4.9247
1553249_at	5.2409
1553252_a_at	6.0047
1553253_at	7.1739
1553254_at	6.7306
1553257_at	6.5198
1553258_at	4.6124
1553262_a_at	7.4396
1553263_at	6.6192
1553264_a_at	8.7594
1553268_at	6.6678
1553269_at	5.1436
1553272_at	5.4189
1553274_a_at	5.7352
1553280_at	5.4219
1553281_at	4.3441
1553284_s_at	5.0998
1553285_s_at	4.7004
1553288_a_at	6.9754
1553292_s_at	7.325
1553297_a_at	7.694
1553299_at	3.9894
1553300_a_at	4.7798
1553303_at	6.0894
1553304_at	5.2564
1553306_at	3.2653
1553313_s_at	3.7684
1553314_a_at	4.4904
1553318_at	4.3199
1553319_at	4.6045
1553321_a_at	5.1125
1553322_s_at	4.5482
1561687_a_at	5.3854
1553346_a_at	4.864
1553347_s_at	5.8174
1553348_a_at	5.6514
1553349_at	5.6889
1553350_at	6.2376
1553351_at	6.0111
1553352_x_at	4.449
1553354_a_at	4.1718
1553355_at	4.3811
1553357_at	7.9238
1553364_at	4.2916
1553365_at	4.1785
1553366_s_at	5.3092
1553367_a_at	6.6229
1553371_at	5.0226
1553373_at	5.5926
1553375_at	4.5914
1553386_at	4.3018
1553387_at	5.6826
1553388_at	2.8481
1553389_at	3.6161
1553390_at	4.5301
1553395_a_at	5.5329
1553396_a_at	9.9713
1553397_at	6.659
1553405_a_at	4.7886
1553407_at	5.5701
1553411_s_at	3.8854
1553417_at	5.261
1553418_a_at	4.9161
1553420_at	5.5761
1553426_at	5.0427
1553428_at	5.9345
1553429_at	3.2727
1553433_at	4.3703
1553436_at	3.6426
1553437_at	5.3419
1553438_at	5.4152
1553439_at	4.6196
1553440_at	5.651
1553442_a_at	6.2148
1553443_at	4.4053
1553444_a_at	5.2122
1553447_at	3.9912
1553449_at	3.8532
1553452_at	4.1708
1553453_at	5.4203
1553456_at	4.5371
1553458_at	5.7162
1553464_at	5.6282
1553466_at	5.6141
1553470_at	3.4995
1553471_at	4.843
1553479_at	7.4241
1562772_a_at	4.714
1553485_at	3.8881
1569886_a_at	5.4374
1553488_at	3.7694
1553491_at	3.9601
1553493_a_at	6.0443
1555565_s_at	7.2135
1553502_a_at	6.0399
1553505_at	4.4123
1553506_at	4.3798
1553507_a_at	5.4095
1553508_at	4.9962
1553510_s_at	7.2021
1553511_at	5.3294
1553512_at	4.0814
1553513_at	3.6255
1553514_a_at	4.3685
1553521_at	4.8125
1561306_s_at	4.9613
1553523_at	4.5536
1553524_at	4.2369
1553527_at	3.8781
1553528_a_at	5.9675
1553529_at	5.3055
1553532_a_at	4.6441
1553535_a_at	8.3439
1553536_at	4.4731
1553539_at	3.2006
1553540_a_at	4.8486
1553541_at	5.3871
1553542_at	4.5007
1553544_at	3.7919
1553555_at	4.7231
1553559_at	3.9601
1553561_at	3.7289
1553564_at	5.2761
1553565_s_at	6.1805
1553566_at	5.9336
1553568_a_at	4.4627
1553572_a_at	5.9514
1553575_at	9.6842
1553582_a_at	4.6938
1553583_a_at	6.4594
1553584_at	3.8536
1553586_at	3.2458
1553589_a_at	4.7794
1553590_at	4.8294
1553593_a_at	4.5177
1553594_a_at	8.1288
1553600_at	4.9702
1553601_a_at	6.4659
1553602_at	4.868
1553603_s_at	6.7784
1553611_s_at	7.2773
1553612_at	6.4206
1553613_s_at	6.2455
1553614_a_at	4.1651
1553623_at	3.2895
1553626_a_at	4.9844
1553630_at	4.8784
1553633_s_at	5.2162
1553634_a_at	5.1361
1553637_s_at	4.7651
1553639_a_at	6.1525
1553640_at	6.2301
1553641_a_at	4.4156
1553642_at	5.694
1553644_at	4.9034
1553646_at	5.3378
1553647_at	5.6467
1553654_at	5.6837
1553655_at	5.2281
1553656_at	4.7726
1553658_at	4.8427
1553660_at	2.4518
1553663_a_at	3.7242
1553666_at	4.2766
1553668_at	5.5564
1553670_at	4.5357
1553674_at	4.4076
1553675_at	3.912
1553677_a_at	8.1526
1553678_a_at	7.6956
1553679_s_at	5.6147
1553681_a_at	5.2968
1553682_at	4.6459
1553683_s_at	6.4026
1553684_at	6.0566
1553685_s_at	4.9697
1553686_at	5.7639
1553689_s_at	6.8307
1553690_at	4.1961
1553693_s_at	7.6251
1553694_a_at	7.3775
1553696_s_at	6.5268
1553697_at	6.287
1553698_a_at	6.58
1553702_at	4.2571
1553705_a_at	9.753
1553708_at	3.3795
1553710_at	4.2855
1553711_a_at	5.277
1570253_a_at	5.9826
1553713_a_at	6.9252
1553715_s_at	8.1201
1564053_a_at	6.2054
1553718_at	7.883
1553719_s_at	4.7705
1553720_a_at	9.4696
1553721_at	5.3838
1553722_s_at	5.3314
1563641_a_at	4.4175
1553725_s_at	6.6593
1553728_at	5.4566
1553729_s_at	2.9967
1553730_x_at	6.5484
1563919_a_at	5.1121
1553732_s_at	3.476
1566671_a_at	6.2937
1553740_a_at	3.9381
1553743_at	7.9442
1553746_a_at	5.275
1553747_at	4.6866
1553749_at	5.9543
1553750_a_at	5.3203
1553757_at	4.3427
1564028_s_at	5.5651
1553764_a_at	3.8961
1553765_a_at	6.8802
1553768_a_at	4.1983
1553775_at	4.7418
1553778_at	5.5806
1562309_s_at	6.3995
1562386_s_at	5.166
1553787_at	4.5191
1553789_a_at	4.8046
1553793_a_at	5.3112
1553796_at	6.6714
1553797_a_at	8.4524
1553798_a_at	3.491
1553801_a_at	5.4381
1553802_a_at	6.2986
1553803_at	7.3668
1553805_at	4.4158
1553809_a_at	5.961
1553810_a_at	3.0094
1553815_a_at	4.7573
1569470_a_at	6.6452
1553821_at	5.5355
1553822_at	4.4194
1553823_a_at	5.9272
1553826_a_at	6.0809
1553828_at	5.3837
1553829_at	2.9842
1553831_at	5.7747
1553832_at	4.9296
1553835_a_at	4.8719
1553838_at	5.401
1553840_a_at	4.7064
1553845_x_at	5.1592
1553852_at	4.5652
1564194_a_at	4.5633
1553857_at	4.8724
1553861_at	5.0232
1553863_at	5.8357
1553864_at	8.1221
1553865_a_at	8.7416
1553868_a_at	4.9753
1553869_at	3.5728
1553871_at	5.3305
1553872_at	4.4579
1553873_at	4.3291
1553881_at	4.8162
1553890_s_at	5.1176
1553891_at	4.5184
1553893_at	6.9922
1553895_at	5.5103
1553900_s_at	5.3094
1553901_x_at	4.824
1553905_at	4.2461
1553906_s_at	7.1969
1553909_x_at	7.2741
1553910_at	5.5828
1553919_at	5.1309
1564439_a_at	5.4923
1553923_at	3.6229
1553928_at	4.6113
1553943_at	5.8624
1553945_at	5.3464
1553946_at	4.2657
1553947_at	5.2055
1553952_at	8.0271
1553954_at	7.298
1553957_at	5.0822
1553960_at	7.0899
1553962_s_at	8.2798
1553968_a_at	6.22
1553970_s_at	4.1482
1553971_a_at	8.5629
1553972_a_at	9.2036
1553973_a_at	3.7231
1553977_a_at	5.0276
1553979_at	8.2145
1553982_a_at	4.1898
1553983_at	4.7209
1553986_at	5.1403
1553987_at	8.7793
1553991_s_at	4.3746
1553992_s_at	6.212
1553993_s_at	8.2461
1553994_at	5.8735
1553995_a_at	5.2848
1554001_at	6.0403
1554003_at	4.9278
1554004_a_at	5.1203
1554010_at	6.6657
1554012_at	7.8401
1554014_at	6.5011
1554015_a_at	5.4993
1554017_at	4.8971
1554018_at	6.0983
1554019_s_at	4.793
1554020_at	4.7286
1554021_a_at	8.7271
1554023_s_at	5.1007
1554027_a_at	5.4083
1554029_a_at	5.6285
1554030_at	4.2728
1554034_a_at	4.63
1554039_at	7.1561
1554041_at	4.5698
1554043_a_at	7.1065
1554044_a_at	5.5589
1554045_at	4.9468
1554050_at	6.9157
1554053_at	5.8758
1554060_s_at	4.2618
1554065_at	5.1023
1554067_at	6.5028
1554068_s_at	4.7512
1554074_s_at	4.7774
1554076_s_at	6.1082
1554077_a_at	7.5487
1554080_at	7.5053
1554082_a_at	6.0218
1554085_at	7.447
1554091_a_at	5.7334
1554094_at	3.874
1554095_at	4.3478
1554097_a_at	5.408
1554098_at	5.6753
1554101_a_at	5.9364
1554102_a_at	6.8705
1554103_at	5.0117
1554105_at	6.0922
1554106_at	5.4442
1554112_a_at	6.2546
1554113_a_at	5.3581
1554115_at	5.865
1554116_s_at	6.3612
1554122_a_at	5.1639
1554125_a_at	3.8669
1554126_at	6.4079
1554127_s_at	4.9483
1554132_a_at	7.0331
1554133_at	6.8068
1554142_at	4.0878
1554143_a_at	5.7174
1554145_a_at	8.3582
1554149_at	10.7863
1554151_at	6.4084
1554152_a_at	5.4665
1554153_a_at	6.4726
1554154_at	7.3817
1554155_at	6.0608
1554157_a_at	5.4086
1554158_at	3.9974
1554159_a_at	7.1504
1554170_a_at	6.9696
1554171_at	6.5339
1554172_a_at	5.6277
1554173_at	5.3908
1554175_at	5.559
1554177_a_at	6.1254
1554178_a_at	8.8509
1554179_s_at	5.7961
1554475_a_at	4.2867
1554181_at	7.421
1554183_s_at	7.0338
1554185_at	5.4015
1554187_at	4.2955
1554192_s_at	5.9448
1554193_s_at	4.7023
1554203_at	5.6771
1554208_at	7.0348
1554213_at	5.8078
1554214_at	3.0059
1554217_a_at	5.0475
1554219_at	4.0995
1554220_a_at	3.8
1554222_at	6.406
1554225_a_at	3.8445
1554228_a_at	4.3849
1554229_at	6.895
1554232_a_at	3.674
1554237_at	4.386
1554239_s_at	7.0963
1554240_a_at	5.4968
1554241_at	9.0835
1554245_x_at	6.3739
1554246_at	4.3054
1554248_at	5.7156
1554249_a_at	6.2673
1554250_s_at	4.7601
1554251_at	6.286
1554253_a_at	4.4401
1554256_a_at	6.0907
1554258_a_at	4.5358
1554260_a_at	7.0843
1554262_s_at	5.9892
1554266_at	4.6675
1554268_at	4.1766
1554271_a_at	4.2632
1554274_a_at	6.7433
1554283_at	4.6609
1554285_at	4.8512
1554286_at	4.1422
1554287_at	5.0046
1554290_at	5.2595
1554291_at	5.3779
1554292_a_at	4.4719
1554293_at	3.6258
1554295_x_at	5.0421
1554299_at	3.41
1554300_a_at	3.8146
1554302_s_at	4.6728
1554305_at	5.0974
1554306_at	5.3471
1554308_s_at	6.6437
1554310_a_at	5.0999
1554312_at	5.8494
1554316_at	4.8006
1554317_s_at	5.7612
1554318_at	4.781
1554321_a_at	6.7167
1554322_a_at	4.4889
1554324_s_at	5.888
1554332_a_at	5.7377
1554333_at	6.4765
1554339_a_at	4.8818
1554341_a_at	5.0178
1554343_a_at	3.6415
1554344_s_at	6.5805
1554345_a_at	5.844
1554346_at	4.6876
1554348_s_at	3.989
1554352_s_at	7.4632
1554355_a_at	5.475
1554360_at	5.7078
1554367_at	7.048
1554372_at	5.2202
1554374_at	3.8564
1554376_s_at	5.3599
1554377_a_at	7.2383
1554378_a_at	4.0211
1554379_a_at	5.5445
1554382_at	4.6155
1554383_a_at	4.4425
1554384_at	5.113
1554385_a_at	7.2925
1554386_at	4.6806
1554388_at	5.9138
1554390_s_at	8.106
1554396_at	5.5042
1554397_s_at	5.8239
1554398_at	4.9958
1554400_at	5.3992
1554410_a_at	6.6378
1554411_at	6.9056
1554415_at	5.6653
1554417_s_at	5.5126
1554418_s_at	5.287
1554420_at	5.1158
1554980_a_at	5.7668
1554423_a_at	8.7832
1554424_at	5.4532
1554428_s_at	6.6272
1554429_a_at	8.0415
1554430_at	6.3605
1554432_x_at	7.1187
1554433_a_at	7.3765
1554436_a_at	4.739
1554438_at	3.666
1554441_a_at	6.9464
1554442_at	7.6178
1554443_s_at	6.2372
1554444_s_at	5.5423
1554447_at	6.7366
1554449_at	5.3776
1554450_s_at	6.3643
1554451_s_at	5.941
1554452_a_at	7.3118
1554453_at	4.0135
1554455_at	7.1951
1554456_a_at	6.0536
1554462_a_at	8.3963
1554464_a_at	5.853
1554465_s_at	6.3033
1554466_a_at	7.8259
1554468_s_at	6.6809
1554469_at	5.3036
1554470_s_at	6.877
1554471_a_at	7.8279
1554472_a_at	8.3436
1554473_at	4.2227
1554474_a_at	6.9862
1554476_x_at	5.4289
1554478_a_at	4.1744
1554479_a_at	6.745
1554481_a_at	4.7814
1554483_at	5.4172
1554489_a_at	6.4832
1554494_at	4.722
1554495_s_at	4.7169
1554499_s_at	3.1804
1554501_at	5.7969
1554506_x_at	5.7885
1554507_at	5.5295
1554513_s_at	3.1342
1554516_at	5.7316
1554517_x_at	6.3374
1554518_at	4.5337
1554520_at	5.4298
1554523_a_at	5.5057
1554528_at	4.4621
1554530_at	7.2551
1554531_at	7.4473
1554534_at	3.9596
1554537_at	5.4449
1554538_at	6.2802
1554539_a_at	6.0148
1554541_a_at	4.1293
1554542_at	6.647
1554543_at	5.2107
1554544_a_at	7.3608
1554545_at	4.9716
1554549_a_at	5.8449
1554553_s_at	7.4137
1554555_a_at	6.8706
1554558_at	4.0365
1554559_at	6.5486
1554566_at	6.0508
1554569_a_at	8.1871
1554571_at	4.7216
1554572_a_at	6.3385
1554574_a_at	8.674
1554576_a_at	4.6495
1554578_at	5.7994
1554580_a_at	4.8962
1554591_at	3.7091
1554592_a_at	6.0429
1554593_s_at	7.3071
1554595_at	6.8063
1554597_at	7.2181
1554599_x_at	7.2111
1554600_s_at	6.6017
1554601_at	5.9379
1554604_at	4.6577
1555294_a_at	6.1487
1554606_at	5.6827
1554607_at	6.7745
1554613_a_at	5.5898
1554614_a_at	6.9219
1554616_at	5.5119
1554618_at	5.0767
1554619_at	4.5047
1554625_at	5.0612
1554627_a_at	7.8861
1554628_at	6.305
1554631_at	5.3089
1554633_a_at	7.7344
1554634_at	4.2029
1554635_a_at	5.4795
1554636_at	5.514
1554637_a_at	5.4617
1554638_at	6.9263
1554641_a_at	3.4678
1554643_at	5.1576
1554646_at	5.6525
1554648_a_at	5.3363
1554649_at	6.9895
1554652_s_at	5.2062
1554655_a_at	8.2355
1554657_a_at	4.8393
1554659_at	4.9636
1554660_a_at	5.1882
1554661_s_at	5.9708
1554664_at	4.6341
1554665_at	5.2205
1554667_s_at	7.511
1554670_at	5.2497
1554671_a_at	6.1647
1554675_a_at	6.7458
1554676_at	3.0967
1554677_s_at	5.4633
1554679_a_at	7.9408
1554692_at	5.4632
1554699_at	2.975
1554701_a_at	6.7938
1554702_at	6.5104
1554703_at	6.1588
1554706_at	6.051
1554708_s_at	5.2953
1554716_s_at	3.3722
1554717_a_at	5.12
1554719_at	5.103
1554721_a_at	7.3449
1554726_at	5.3821
1554730_at	5.6466
1554732_at	5.5508
1554740_a_at	5.6235
1554741_s_at	6.8525
1554743_x_at	3.9754
1554745_at	3.5731
1554747_a_at	8.6505
1554749_s_at	4.3369
1554757_a_at	6.8903
1554758_a_at	6.1928
1554762_a_at	7.8818
1554763_at	4.3264
1554768_a_at	6.5807
1554769_at	5.636
1554770_x_at	5.6263
1554771_at	7.0251
1554772_at	5.0884
1554773_at	4.0099
1554774_at	4.8845
1554777_at	4.7692
1554780_a_at	7.421
1554784_at	7.8749
1554786_at	5.6009
1554789_a_at	8.9364
1554790_at	4.1538
1554791_a_at	5.0088
1554794_a_at	5.5195
1554796_at	4.8043
1554797_at	5.1352
1554800_at	4.8776
1554803_s_at	3.8962
1554805_at	4.7625
1554806_a_at	7.6808
1554807_a_at	7.5748
1554809_at	4.728
1554810_at	3.9957
1554812_at	4.3625
1554813_at	4.7263
1554818_s_at	4.405
1554821_a_at	4.8797
1554824_at	5.2444
1554827_a_at	5.006
1558560_s_at	5.3318
1554834_a_at	4.7731
1554835_a_at	5.1799
1554837_a_at	5.0847
1554839_at	6.9086
1554840_at	5.4247
1554841_at	4.9198
1554842_at	4.9661
1554844_at	3.3394
1554846_at	4.6205
1554849_at	4.3518
1554850_at	4.5256
1554852_a_at	6.2382
1554857_at	2.8685
1554860_at	6.4107
1554863_s_at	8.5023
1554864_a_at	4.1508
1554866_at	5.3923
1554867_a_at	4.7136
1554869_at	6.5302
1554872_a_at	7.076
1554873_at	3.9027
1554878_a_at	5.631
1554880_at	5.4997
1554883_a_at	5.2992
1554886_a_at	5.3804
1555716_a_at	5.9637
1554889_at	3.9729
1554890_a_at	5.558
1554894_a_at	5.4371
1554897_s_at	3.1145
1554899_s_at	4.0794
1554406_a_at	4.3681
1554903_at	3.4919
1554905_x_at	4.7372
1554906_a_at	5.206
1554907_a_at	5.7792
1554908_at	5.0271
1554909_at	4.3418
1554911_at	4.7047
1554915_a_at	6.4474
1554921_a_at	4.4694
1554922_at	3.3429
1554933_at	5.2474
1554937_x_at	5.9432
1554938_a_at	5.8016
1554942_a_at	5.5364
1554943_at	5.6168
1554946_at	4.7009
1554948_at	5.1122
1554949_at	4.658
1554954_at	4.4814
1554957_at	4.4319
1554958_at	4.3308
1554962_a_at	4.7519
1554966_a_at	6.3682
1554970_at	3.378
1554971_at	4.0808
1554972_at	3.8664
1554973_a_at	4.5489
1554977_at	5.03
1554978_at	4.1618
1554984_a_at	4.7908
1554985_at	5.0766
1554986_a_at	5.5759
1554987_at	4.5975
1554992_at	4.6892
1554997_a_at	4.6538
1554999_at	3.6368
1555002_at	4.904
1555007_s_at	5.1382
1555009_a_at	5.7248
1555011_at	4.4026
1555016_at	4.5053
1555313_a_at	6.4895
1555019_at	5.1304
1555021_a_at	4.6594
1555024_at	6.2081
1555032_at	4.459
1555037_a_at	7.4831
1555039_a_at	4.4518
1555042_at	4.226
1555051_at	4.3205
1555052_a_at	4.7103
1555053_at	4.8511
1555055_at	3.7909
1555056_at	5.8351
1555057_at	4.5532
1555058_a_at	7.431
1555059_at	3.8647
1555062_s_at	6.4886
1555063_at	6.1964
1555065_x_at	5.2442
1555416_a_at	4.2781
1555074_a_at	6.0912
1555076_at	4.1977
1555078_at	6.8406
1555082_a_at	5.7744
1555083_at	5.9161
1555084_at	5.6859
1555085_at	4.2713
1555086_at	6.5513
1555088_x_at	6.8148
1555090_x_at	4.3235
1555091_at	4.2392
1555092_at	6.2923
1555098_a_at	7.0568
1555099_at	5.4623
1555100_at	3.0421
1555105_a_at	6.1059
1555106_a_at	4.4677
1555107_a_at	5.2674
1555108_at	5.1208
1555117_at	5.2957
1555118_at	3.7295
1555122_at	5.2164
1555123_at	6.4213
1555124_at	3.7548
1555125_at	5.4759
1555129_at	2.579
1555131_a_at	5.2372
1555136_at	4.2305
1555137_a_at	5.7026
1555139_a_at	6.3344
1555140_a_at	6.6462
1555145_at	5.3772
1555148_a_at	4.7846
1555151_s_at	4.5122
1555153_s_at	4.3686
1555154_a_at	7.6147
1555155_at	5.782
1555157_at	5.4665
1555159_at	4.9432
1555162_at	4.3531
1555163_at	5.3063
1555164_at	4.6728
1555167_s_at	5.0015
1555171_at	3.9342
1555702_a_at	7.1307
1555175_a_at	4.8412
1555176_at	4.0882
1555181_a_at	6.3412
1555183_at	2.8421
1555185_x_at	5.2598
1555186_at	5.2773
1555187_at	4.5562
1555188_at	4.5841
